음식점ID,인허가일자,소재지면적,음식점명
3140000-101-2023-00257,2023-09-08,15.0,호호북앤와인
3140000-101-2023-00258,2023-09-11,36.1,에그몬앤호밤붕
3140000-101-2023-00259,2023-09-11,18.0,디오티컴퍼니
3140000-101-2023-00260,2023-09-11,20.0,뚱이네떡볶이
3140000-101-2023-00261,2023-09-12,54.8,백도씨샤브
3140000-101-2023-00263,2023-09-14,33.66,어울림
3140000-101-2023-00264,2023-09-14,24.92,형제닭발
3140000-101-2023-00265,2023-09-15,177.0,우든박스커피(Wooden Box Coffee)
3140000-101-2023-00267,2023-09-18,53.0,삼청동멸치국수
3140000-101-2023-00268,2023-09-20,27.0,떡뽀끼삼촌
3140000-101-2023-00269,2023-09-21,108.27,후라토식당 목동SBS점
3140000-101-2023-00271,2023-09-21,17.73,그늘식당
3140000-101-2023-00272,2023-09-22,252.0,떼르드카페 목동점
3140000-101-2023-00274,2023-09-25,239.21,주식회사 빅바이트 컴퍼니 쉐이스쉑 목동
3140000-101-2023-00275,2023-09-25,126.87,코엔타이 목동점
3140000-101-2023-00276,2023-09-25,54.39,찐하오마라탕
3140000-101-2023-00279,2023-09-25,130.55,소이연남 목동SBS점
3140000-101-2023-00280,2023-09-26,27.0,월촌
3140000-101-2023-00281,2023-10-04,25.0,오복식당
3140000-101-2023-00282,2023-10-04,59.22,야끼니꾸소량 목동역점
3140000-101-2023-00284,2023-10-04,132.0,명가교동짬뽕 목동사거리점
3140000-101-2023-00285,2023-10-04,44.0,맘스터치앤피자 목동점
3140000-101-2023-00287,2023-10-10,256.59,우장관
3140000-101-2023-00289,2023-10-10,58.84,정칠구백순대&순대국
3140000-101-2023-00290,2023-10-10,300.0,그집장어
3140000-101-2023-00291,2023-10-10,36.0,Have enough(해브이너프)
3140000-101-2023-00292,2023-10-11,24.75,훈이네국수집
3140000-101-2023-00293,2023-10-11,15.4,포슈아 양천점
3140000-101-2023-00294,2023-10-12,62.94,국장이차린밥상
3140000-101-2023-00296,2023-10-16,39.0,저온숙성구름카츠&마제소바
3140000-101-2023-00297,2023-10-16,107.2,무자커피 목동점
3140000-101-2023-00299,2023-10-17,96.0,온더락스582
3140000-101-2023-00300,2023-10-18,59.2,레코드피자
3140000-101-2023-00301,2023-10-19,114.66,제스티살룬 목동현대
3140000-101-2023-00305,2023-10-24,64.7,양산도 목동점
3140000-101-2023-00307,2023-10-24,30.0,해피토스트
3140000-101-2023-00308,2023-10-24,201.6,노야 현대백화점목동
3140000-101-2023-00311,2023-10-27,72.44,롤포유(Roll for you)
3140000-101-2023-00312,2023-10-30,37.4,꽃보다술
3140000-101-2023-00313,2023-10-30,33.0,스위트1225 목동힐스테이트점
3140000-101-2023-00314,2023-10-31,33.06,투다리 염창역점
3140000-101-2023-00315,2023-10-31,55.44,육회바른연어 목동오거리점
3140000-101-2023-00316,2023-11-02,29.7,신월의밤
3140000-101-2023-00318,2023-11-03,50.22,훅트포케 목동점
3140000-101-2023-00320,2023-11-07,287.0,고기싸롱 신월점
3140000-101-2023-00321,2023-11-08,20.4,골프존파크 신정목동점
3140000-101-2023-00322,2023-11-09,30.0,BHC 신월중앙점
3140000-101-2023-00324,2023-11-10,55.0,레포스(REPOS)
3140000-101-2023-00325,2023-11-10,54.02,희돈애락
3140000-101-2023-00326,2023-11-13,45.0,카페트리얌 신월점
3140000-101-2023-00327,2023-11-14,18.0,담도시락
3140000-101-2023-00328,2023-11-15,81.0,보돌미역 이대목동
3140000-101-2023-00329,2023-11-15,39.59,모이라(Moira)
3140000-101-2023-00330,2023-11-16,156.84,케이에프씨(KFC) 목동점
3140000-101-2023-00333,2023-11-20,88.71,알라보 목동점
3140000-101-2023-00334,2023-11-20,128.9,한양화로 양천신정점
3140000-101-2023-00335,2023-11-20,247.94,마리소
3140000-101-2023-00336,2023-11-21,23.4,고방전집
3140000-101-2023-00337,2023-11-22,30.91,피자쏭
3140000-101-2023-00344,2023-12-01,634.94,마루샤브 목동점
3140000-101-2023-00345,2023-12-01,87.26,명품갈비탕
3140000-101-2023-00346,2023-12-04,53.64,피자몰 신정점
3140000-101-2023-00347,2023-12-05,57.72,이치발
3140000-101-2023-00348,2023-12-05,20.5,매화반점
3140000-101-2023-00349,2023-12-05,20.5,신정짜장면
3140000-101-2023-00351,2023-12-12,14.0,이선생곱도리탕
3140000-101-2023-00355,2023-12-14,73.08,춘화막창구이
3140000-101-2023-00356,2023-12-14,25.0,숯과소금
3140000-101-2023-00357,2023-12-15,43.0,제니의피자레일(JENNY.S PIZZA RAIL)
3140000-101-2023-00360,2023-12-18,304.38,한우등촌골
3140000-101-2023-00361,2023-12-19,109.14,등촌샤브칼국수 등촌역점
3140000-101-2023-00362,2023-12-19,237.56,화곡영양족발 신월점
3140000-101-2023-00366,2023-12-21,27.0,진만두
3140000-101-2023-00368,2023-12-26,36.08,씽씽닭꼬치
3140000-101-2023-00370,2023-12-26,87.12,벚꽃
3140000-101-2023-00371,2023-12-28,50.4,홍콩반점0410 목동파리공원점
3140000-101-2023-00372,2023-12-28,95.86,이남장 목동점
3140000-101-2023-00373,2023-12-28,24.14,양가네명품갈비찜 목동점
3140000-101-2023-00374,2023-12-28,30.54,양순덕전통김치찌개
3140000-101-2023-00375,2023-12-28,30.94,제육홀릭 목동점
3140000-101-2023-00376,2023-12-28,47.52,버거리 등촌역점
3140000-101-2023-00377,2023-12-28,80.0,리연푸
3140000-101-2023-00379,2023-06-12,18.7,배고픈 덮밥이 화곡점
3140000-101-2023-00383,2023-12-22,30.0,연우네왕족발
3140000-101-2024-00001,2024-01-02,108.68,보승회관 목동점
3140000-101-2024-00003,2024-01-02,57.88,고기극찬 양천점
3140000-101-2024-00004,2024-01-02,22.0,파파스낵
3140000-101-2024-00005,2024-01-04,59.84,완미족발
3140000-101-2024-00007,2024-01-09,52.07,주유천하
3140000-101-2024-00009,2024-01-09,131.9,생마차 목동역점
3140000-101-2024-00010,2024-01-09,23.0,주야푸짐한뒷고기
3140000-101-2024-00012,2024-01-11,73.07,강순자 옛맛 김치찌개 신정네거리역점
3140000-101-2024-00013,2024-01-11,32.58,피자마루 서남병원점
3140000-101-2024-00014,2024-01-15,49.19,소울푸드
3140000-101-2024-00015,2024-01-15,49.58,이베니꾸 신정본점
3140000-101-2024-00016,2024-01-15,23.1,이월
3140000-101-2024-00017,2024-01-16,64.0,게고픈날
3140000-101-2024-00019,2024-01-18,36.47,가산팔복초밥 신정네거리역점
3140000-101-2024-00020,2024-01-19,49.0,용이네
3140000-101-2024-00021,2024-01-22,85.95,수백당 양천신정점
3140000-101-2024-00022,2024-01-22,25.06,마이요거트립 신정네거리점
3140000-101-2024-00023,2024-01-22,42.48,야미프룻 화곡점
3140000-101-2024-00024,2024-01-22,16.53,한강로칼국수 목동현백점
3140000-101-2024-00026,2024-01-29,55.0,커피패밀리
3140000-101-2024-00028,2024-01-30,15.11,정성김밥
3140000-101-2024-00030,2024-01-31,36.0,국수국밥(수국)
3140000-101-2024-00031,2024-01-31,16.5,토핑폭탄김치찜&김치찌개 목동본점
3140000-101-2024-00033,2024-02-01,65.3,에브리모닝(every morning)
3140000-101-2024-00034,2024-02-01,16.5,건거니집&찌개마을
3140000-101-2024-00035,2024-02-05,21.6,웨이웨이핫도그
3140000-101-2024-00036,2024-02-08,130.96,동해랑
3140000-101-2024-00037,2024-02-08,30.6,파스타예요 양천목동본점
3140000-101-2024-00038,2024-02-13,46.44,본춘천막국수
3140000-101-2024-00039,2024-02-14,33.0,청록
3140000-101-2024-00040,2024-02-14,19.1,한국식당
3140000-101-2024-00041,2024-02-15,26.73,삼거리포차
3140000-101-2024-00044,2024-02-16,59.4,이자카야 우규 목동점
3140000-101-2024-00045,2024-02-16,30.0,바다양푼이동태탕
3140000-101-2024-00046,2024-02-16,82.5,우리순대국
3140000-101-2024-00048,2024-02-19,65.0,하이제스트
3140000-101-2024-00050,2024-02-21,53.19,지코바 목동1호점
3140000-101-2024-00053,2024-02-22,36.0,달(DAL)
3140000-101-2024-00055,2024-02-22,27.9,일급족보 신영지점
3140000-101-2024-00057,2024-02-23,38.22,스시이도
3140000-101-2024-00058,2024-02-27,48.72,동경규동 양천구청점
3140000-101-2024-00059,2024-02-28,33.0,동화불한증막식당
3140000-101-2024-00060,2024-02-28,34.0,삼첩분식 목동점
3140000-101-2024-00061,2024-02-28,40.0,메이크어딜리버리 양천
3140000-101-2024-00062,2024-02-28,40.0,메드(MAD) 양천점
3140000-101-2024-00064,2024-02-29,16.82,맛떡갈비
3140000-101-2024-00065,2024-02-29,92.4,미가식당
3140000-101-2024-00067,2024-03-06,46.64,육수당 염창역점
3140000-101-2024-00068,2024-03-06,34.27,엘리펀트 카페 앤 펍
3140000-101-2024-00069,2024-03-07,61.7,홍달뒷고기&막창
3140000-101-2024-00072,2024-03-07,102.0,콩나물국밥콩심 목동점
3140000-101-2024-00073,2024-03-08,39.0,피자하우스 양천직영점
3140000-101-2024-00074,2024-03-11,64.04,반올림피자 목동점
3140000-101-2024-00075,2024-03-12,59.0,한솥 신정네거리점
3140000-101-2024-00076,2024-03-12,49.5,"수유리혼밥왕,국제시장국밥 목동점"
3140000-101-2024-00078,2024-03-14,60.0,윤가네김치찌개
3140000-101-2024-00080,2024-03-18,33.0,오믈리(OHMULY)
3140000-101-2024-00085,2024-03-20,26.0,마라탕전문점 마라현 목동본점
3140000-101-2024-00086,2024-03-20,33.0,Frame(프레임)
3140000-101-2024-00087,2024-03-22,133.0,한촌설렁탕 신정네거리점
3140000-101-2024-00088,2024-03-22,99.0,카페에스비(cafe de sb)
3140000-101-2024-00089,2024-03-25,21.45,치킨신드롬 신월점
3140000-101-2024-00090,2024-03-25,87.73,동양솥밥 목동점
3140000-101-2024-00091,2024-03-26,15.0,어글리루스터(UGLY ROOSTER)
3140000-101-2024-00095,2024-03-28,43.59,쌀국수의달인
3140000-101-2024-00096,2024-04-01,40.0,막스(막.s)
3140000-101-2024-00099,2024-04-03,37.8,철길부산집 등촌점
3140000-101-2024-00100,2024-04-03,27.0,금성닭강정
3140000-101-2024-00105,2024-04-08,44.46,바이젠스콜
3140000-101-2024-00106,2024-04-08,50.0,노모어피자 목동사랑시장점
3140000-101-2024-00107,2024-04-08,13.09,치밥대장숯불양념92치킨 목동점
3140000-101-2024-00108,2024-04-08,237.08,대감집추어탕 잔치국수
3140000-101-2024-00115,2024-04-15,61.07,트라토리아 하이디(TRATTORIA HEIDI)
3140000-101-2024-00116,2024-04-15,85.2,싱글
3140000-101-2024-00118,2024-04-16,46.5,미스타교자 목동역점
3140000-101-2024-00119,2024-04-17,60.73,아치치
3140000-101-2024-00121,2024-04-18,72.07,다해감자탕
3140000-101-2024-00122,2024-04-19,115.76,목동만복순대국
3140000-101-2024-00123,2024-04-19,34.36,육회왕자 연어공주 신월점
3140000-101-2024-00124,2024-04-19,118.45,산수칡냉면
3140000-101-2024-00126,2024-04-22,27.02,자담치킨 신월점
3140000-101-2024-00127,2024-04-22,98.1,노룰(NORULE)
3140000-101-2024-00128,2024-04-22,54.32,돌스테이크
3140000-101-2024-00129,2024-04-22,175.78,고기싸롱 신정역점
3140000-101-2024-00130,2024-04-22,19.11,국수&포장마차
3140000-101-2024-00131,2024-04-23,24.76,문화촌초밥 2호점
3140000-101-2024-00132,2024-04-24,101.95,포차중독
3140000-101-2024-00133,2024-04-24,19.0,요거트아이스크림봉봉
3140000-101-2024-00134,2024-04-24,153.36,돌쇠감자탕순대국
3140000-101-2024-00135,2024-04-25,97.75,알리커피하우스
3140000-101-2024-00136,2024-04-26,68.76,가마치통닭 신월5동점
3140000-101-2024-00137,2024-04-26,55.35,호가꼬치
3140000-101-2024-00138,2024-04-26,114.98,카페올리브(CAFE OLIVE)
3140000-101-2024-00139,2024-04-29,33.0,정성카츠 신월점
3140000-101-2024-00141,2024-04-30,32.0,갱상도야채고기찜 화곡점
3140000-101-2024-00142,2024-04-30,137.73,오복솥뚜껑 목동점
3140000-101-2024-00143,2024-04-30,29.7,감성맛집
3140000-101-2024-00144,2024-05-01,35.52,콘스랄라
3140000-101-2024-00145,2024-05-02,59.51,프레시박스
