음식점ID,인허가일자,소재지면적,음식점명
3020000-101-2018-00046,2018-02-09,62.71,엄마밥상
3020000-101-2018-00047,2018-02-09,34.6,이태원키친
3020000-101-2018-00048,2018-02-09,11.0,임금님네
3020000-101-2018-00052,2018-02-12,64.64,왓어샐러드
3020000-101-2018-00053,2018-02-12,124.69,도화아파트먼트 용산
3020000-101-2018-00055,2018-02-13,83.14,다스티더히든
3020000-101-2018-00056,2018-02-13,90.12,주식회사라이너스즈바베큐
3020000-101-2018-00058,2018-02-14,35.17,이자카야정
3020000-101-2018-00059,2018-02-14,145.61,고흥집해란
3020000-101-2018-00062,2018-02-20,59.04,수제튀김&골뱅이부라보
3020000-101-2018-00065,2018-02-26,99.58,넥스트도어제니퍼
3020000-101-2018-00066,2018-02-26,145.96,카키바움(kakibaum)
3020000-101-2018-00071,2018-03-02,37.37,한남김밥
3020000-101-2018-00074,2018-03-06,120.0,1979
3020000-101-2018-00075,2018-03-06,76.0,평화
3020000-101-2018-00076,2018-03-07,290.0,이씨엠한남매장
3020000-101-2018-00083,2018-03-09,30.0,더위스키바이로이
3020000-101-2018-00084,2018-03-12,92.66,푸에고
3020000-101-2018-00085,2018-03-13,34.02,탕화쿵푸
3020000-101-2018-00088,2018-03-15,42.12,삼바타이거
3020000-101-2018-00091,2018-03-16,38.47,로후정
3020000-101-2018-00092,2018-03-16,35.46,피트웬티세븐
3020000-101-2018-00095,2018-03-16,312.96,일일향
3020000-101-2018-00096,2018-03-16,130.62,펍피맥용산점
3020000-101-2018-00099,2018-03-20,98.7,호천당
3020000-101-2018-00100,2018-03-22,33.0,포차살롱
3020000-101-2018-00101,2018-03-22,33.0,그때거기
3020000-101-2018-00102,2018-03-22,33.0,회결사
3020000-101-2018-00105,2018-03-22,436.08,스타벅스한강진역R점
3020000-101-2018-00106,2018-03-23,51.53,스프라우트
3020000-101-2018-00108,2018-03-27,39.67,앤에프앤지(NFNG)
3020000-101-2018-00112,2018-03-28,19.83,도코로
3020000-101-2018-00115,2018-03-29,164.99,분지로 사운즈한남점
3020000-101-2018-00117,2018-03-30,72.18,엔다이브 한남
3020000-101-2018-00120,2018-03-30,54.78,더라이온스덴한남
3020000-101-2018-00121,2018-04-02,174.15,이바돔감자탕
3020000-101-2018-00122,2018-04-03,89.29,정선할매곤드레밥
3020000-101-2018-00124,2018-04-03,84.09,고다이
3020000-101-2018-00125,2018-04-04,44.43,조개깡패연구소
3020000-101-2018-00126,2018-04-04,66.0,만리삼구보쌈족발
3020000-101-2018-00130,2018-04-05,34.0,도로시락
3020000-101-2018-00134,2018-04-09,26.55,카페지오(CAFE GIO)
3020000-101-2018-00138,2018-04-11,170.51,스타
3020000-101-2018-00139,2018-04-11,99.0,스쿨푸드용산딜리버리
3020000-101-2018-00140,2018-04-12,60.14,레트로
3020000-101-2018-00141,2018-04-13,128.3,이진칸
3020000-101-2018-00143,2018-04-16,144.36,중화가정용산역점
3020000-101-2018-00147,2018-04-17,75.64,오공일(501)
3020000-101-2018-00149,2018-04-18,38.18,앨리스(ALICE)
3020000-101-2018-00150,2018-04-18,73.0,탄즈바
3020000-101-2018-00151,2018-04-19,69.31,베이비칙 도넛
3020000-101-2018-00152,2018-04-19,15.0,미트랩
3020000-101-2018-00154,2018-04-20,96.01,소르아
3020000-101-2018-00157,2018-04-23,42.17,서울고깃집
3020000-101-2018-00158,2018-04-23,394.57,트랩라운지
3020000-101-2018-00161,2018-04-23,22.08,잇다
3020000-101-2018-00166,2018-04-24,44.02,녹사다리
3020000-101-2018-00174,2018-05-02,29.75,팟카파우
3020000-101-2018-00175,2018-05-02,32.37,미나토
3020000-101-2018-00176,2018-05-04,46.65,빛카페
3020000-101-2018-00178,2018-05-04,22.5,썰스티썰스데이(Thirsty Thursday)
3020000-101-2018-00179,2018-05-04,583.07,온다빌레
3020000-101-2018-00180,2018-05-04,59.0,아유샐럽
3020000-101-2018-00181,2018-05-08,46.84,포나
3020000-101-2018-00184,2018-05-09,66.0,굴마을낙지촌
3020000-101-2018-00185,2018-05-09,45.45,BHC 효창공원역점
3020000-101-2018-00186,2018-05-09,106.38,경운산
3020000-101-2018-00193,2018-05-11,95.16,편백나무
3020000-101-2018-00196,2018-05-15,22.5,서울케밥
3020000-101-2018-00198,2018-05-17,234.36,부엉이돈가스
3020000-101-2018-00200,2018-05-17,43.58,메종앙티브
3020000-101-2018-00203,2018-05-18,42.75,시엠프레꼬모도밍고
3020000-101-2018-00211,2018-05-24,83.97,노가리앤비어
3020000-101-2018-00213,2018-05-25,16.3,지엠유
3020000-101-2018-00215,2018-05-25,67.56,프리모프리
3020000-101-2018-00217,2018-05-28,22.47,호호
3020000-101-2018-00218,2018-05-28,27.72,카페그리다
3020000-101-2018-00220,2018-05-29,110.36,로리스피자 Lorris Pizza Factory
3020000-101-2018-00221,2018-05-30,49.56,비스티버거
3020000-101-2018-00223,2018-06-01,76.5,팀아울 만남의광장
3020000-101-2018-00227,2018-06-05,30.93,트래버틴
3020000-101-2018-00228,2018-06-05,50.91,청파소국밥
3020000-101-2018-00229,2018-06-07,29.7,양양분식카페
3020000-101-2018-00230,2018-06-08,23.44,먼치(MUNCH)
3020000-101-2018-00232,2018-06-08,18.31,해방촌수제돈가스
3020000-101-2018-00233,2018-06-11,25.54,친절한레시피
3020000-101-2018-00238,2018-06-14,57.73,무니
3020000-101-2018-00240,2018-06-15,6.46,노리밋커피바
3020000-101-2018-00249,2018-06-21,421.93,국방컨벤션
3020000-101-2018-00250,2018-06-21,27.27,삼촌네포차
3020000-101-2018-00252,2018-06-21,143.97,주식회사42래빗
3020000-101-2018-00255,2018-06-22,68.04,호롤롤롤(Holollollol)
3020000-101-2018-00257,2018-06-25,224.26,소설
3020000-101-2018-00264,2018-06-28,80.0,종점순대국
3020000-101-2018-00265,2018-06-28,52.2,스탠다드원다이너
3020000-101-2018-00266,2018-06-28,123.3,노커어퍼
3020000-101-2018-00267,2018-06-28,15.48,주소(JUSO)
