음식점ID,인허가일자,소재지면적,음식점명
3000000-101-1986-10482,1986-08-21,21.35,아람
3000000-101-1986-10484,1986-08-27,,장수촌
3000000-101-1987-00348,1987-01-19,,정통마포갈비
3000000-101-1987-00427,1987-12-10,,한일
3000000-101-1987-00429,1987-11-04,,화선
3000000-101-1987-00670,1987-05-22,126.13,동대문 일품손짜장
3000000-101-1987-00674,1987-06-08,59.4,마당쇠
3000000-101-1987-00792,1987-09-16,,교토스시
3000000-101-1987-00925,1987-04-26,50.45,만화식당
3000000-101-1987-00933,1987-11-06,,천둥소리
3000000-101-1987-00960,1987-07-21,,전주식당
3000000-101-1987-00962,1987-06-19,14.75,형제식당
3000000-101-1987-01063,1987-01-16,,다담정식
3000000-101-1987-01081,1987-08-22,,유가네서서갈비
3000000-101-1987-01235,1987-06-02,,종려나무
3000000-101-1987-01298,1987-01-22,,화평동 왕냉면
3000000-101-1987-01323,1987-05-18,,전주식당
3000000-101-1987-01382,1987-02-09,149.28,낙원아구찜
3000000-101-1987-01392,1987-07-20,43.91,연지 닭발
3000000-101-1987-01498,1987-10-26,54.97,관훈맨션
3000000-101-1987-01522,1987-07-29,,종가집
3000000-101-1987-01655,1987-02-19,36.2,베트남 쌀국수 포항
3000000-101-1987-01660,1987-03-20,71.92,석정
3000000-101-1987-01736,1987-07-27,,존슨 부대찌개
3000000-101-1987-01740,1987-02-18,25.3,매머드 익스프레스 광화문역점
3000000-101-1987-01858,1987-06-11,,봄
3000000-101-1987-01875,1987-01-07,,황소집
3000000-101-1987-01892,1987-07-27,,대추나무집
3000000-101-1987-01902,1987-07-31,,두리랑__
3000000-101-1987-01917,1987-02-18,13.95,오복집
3000000-101-1987-01935,1987-09-17,,대하식당
3000000-101-1987-01981,1987-02-14,,한솥도시락
3000000-101-1987-03176,1987-11-27,,미락치킨 경복궁 본점
3000000-101-1987-03193,1987-10-22,42.91,홈오브하이
3000000-101-1987-03247,1987-03-09,2768.5,HW컨벤션센터
3000000-101-1987-03259,1987-04-06,96.7,몰림
3000000-101-1987-03448,1987-04-15,,지대방
3000000-101-1987-03496,1987-07-02,146.71,하네스시
3000000-101-1987-03681,1987-01-07,,원조식당
3000000-101-1987-03687,1987-12-26,,불새
3000000-101-1987-03771,1987-03-13,,피자오크
3000000-101-1987-03826,1987-06-01,,블루
3000000-101-1987-03876,1987-04-18,,백석
3000000-101-1987-03922,1987-09-11,36.44,유월
3000000-101-1987-03944,1987-01-06,,행복집
3000000-101-1987-03980,1987-06-17,,베네치아
3000000-101-1987-04054,1987-02-13,,카스트로 폴로스(castorPollux)
3000000-101-1987-04058,1987-08-27,,통나무
3000000-101-1987-04150,1987-07-03,,계경목장
3000000-101-1987-04164,1987-08-25,33.69,하나마토 대학로혜화점
3000000-101-1987-04230,1987-10-05,207.67,종로족빨
3000000-101-1987-04241,1987-01-09,,종로 삼겹살
3000000-101-1987-04314,1987-01-09,,은하
