음식점ID,인허가일자,소재지면적,음식점명
3150000-101-1992-07679,1992-05-26,120.66,역전할머니맥주 까치산점
3150000-101-1993-01554,1993-02-12,18.15,쉼터식당
3150000-101-1993-02891,1993-02-09,33.83,채플린
3150000-101-1993-02997,1993-05-17,29.84,로젠호프
3150000-101-1993-03245,1993-10-20,93.64,가인봉
3150000-101-1993-03271,1993-09-13,24.87,청천올갱이해장국
3150000-101-1993-03521,1993-04-30,326.37,김가네설렁탕
3150000-101-1993-03538,1993-12-15,159.09,홍콩반점0410+ 염창역점
3150000-101-1993-04172,1993-06-24,69.95,중국성
3150000-101-1993-04195,1993-05-31,56.06,중국성
3150000-101-1993-04255,1993-12-17,103.34,방화동족발
3150000-101-1993-05493,1993-03-24,33.34,돈돼랑
3150000-101-1993-05772,1993-02-23,24.51,거창왕족발
3150000-101-1993-05999,1993-01-05,49.89,육화몽우장산역점
3150000-101-1993-06335,1993-12-17,64.36,부뚜막청국장
3150000-101-1993-06355,1993-11-19,119.0,신촌기사식당
3150000-101-1993-06357,1993-11-20,27.52,광장포차
3150000-101-1993-06362,1993-11-22,104.95,펀비어킹 목동사거리점
3150000-101-1993-06405,1993-10-29,73.77,조연탄
3150000-101-1993-06466,1993-10-18,48.12,맛거리
3150000-101-1993-06471,1993-10-05,15.94,김말이방
3150000-101-1993-06527,1993-09-13,23.25,프렌즈
3150000-101-1993-06542,1993-06-26,102.09,원조마산아구찜
3150000-101-1993-06574,1993-06-30,23.08,두꺼비네집
3150000-101-1993-06612,1993-08-17,26.74,복순이민속촌
3150000-101-1993-06625,1993-07-29,101.99,남가네설악추어탕 한모둠순대국
3150000-101-1993-06655,1993-07-29,95.57,청진동해장국
3150000-101-1993-08669,1993-12-17,50.0,소문난순대국집
3150000-101-1994-00849,1994-11-05,117.12,락감
3150000-101-1994-01439,1994-06-21,30.0,만복식당(돈까스)
3150000-101-1994-02443,1994-12-24,35.02,봉구비어까치산역1호점
3150000-101-1994-02495,1994-10-15,27.95,스마일하우스분식
3150000-101-1994-02513,1994-08-10,141.32,조춘식 동태탕 찜 가양점
3150000-101-1994-02528,1994-08-08,26.65,짱구분식
3150000-101-1994-02828,1994-06-07,22.73,예원
3150000-101-1994-02914,1994-05-26,24.12,바렌티나치킨
3150000-101-1994-02976,1994-04-15,35.36,모이세
3150000-101-1994-03055,1994-03-05,27.54,까치분식
3150000-101-1994-03062,1994-02-17,26.16,토크쇼
3150000-101-1994-03100,1994-02-03,25.95,마포주점
3150000-101-1994-03138,1994-01-13,25.74,이브
3150000-101-1994-03484,1994-12-27,43.03,우리수산
3150000-101-1994-03485,1994-12-28,142.4,돈토
3150000-101-1994-03507,1994-09-03,38.84,초가집부뚜막청국장
3150000-101-1994-04236,1994-01-25,50.46,북경원
3150000-101-1994-05212,1994-12-30,76.61,춘천전통69닭갈비
3150000-101-1994-05254,1994-11-19,16.38,허술한집 2
3150000-101-1994-05267,1994-10-31,55.08,독도참치
3150000-101-1994-05291,1994-10-21,93.56,풍천 민물장어구이집
3150000-101-1994-05305,1994-10-07,38.08,투다리
3150000-101-1994-05315,1994-09-05,218.88,마포참숯돼지갈비
3150000-101-1994-05333,1994-08-27,34.04,왕궁왕족발
3150000-101-1994-05335,1994-08-27,76.59,뭉텅(까치산점)
3150000-101-1994-05351,1994-07-26,54.08,꽃향기
3150000-101-1994-05355,1994-07-29,54.94,백두곱창
3150000-101-1994-05361,1994-08-09,62.1,원참치
3150000-101-1994-05362,1994-08-12,39.95,전주순대국밥
3150000-101-1994-05371,1994-07-15,67.55,보드람치킨
3150000-101-1994-05568,1994-06-18,170.8,갯마을식당
3150000-101-1994-05587,1994-06-17,48.43,장원순대국
3150000-101-1994-05725,1994-06-09,829.44,"이원(李園,Lee Won)"
3150000-101-1994-05912,1994-05-19,21.84,백암식당
3150000-101-1994-06034,1994-03-26,53.34,약속의땅
3150000-101-1994-06085,1994-03-10,147.51,제일한우촌
3150000-101-1994-06131,1994-02-17,73.87,조연탄곱돌구이
