음식점ID,인허가일자,소재지면적,음식점명
3030000-101-2015-00196,2015-08-26,19.0,우리동네옛날통닭
3030000-101-2015-00197,2015-08-27,68.0,디무무 (DIMUMU)
3030000-101-2015-00198,2015-08-27,149.56,"한우타운 카페,호프"
3030000-101-2015-00199,2015-08-27,460.36,한우타운 숯불구이 정육식당
3030000-101-2015-00200,2015-08-28,174.46,맘스터치 한양대점
3030000-101-2015-00203,2015-09-01,64.4,신자금성
3030000-101-2015-00212,2015-09-08,30.87,호식이두마리치킨 서울숲점
3030000-101-2015-00213,2015-09-09,100.0,치카성수
3030000-101-2015-00222,2015-09-17,32.66,자매코다리찜
3030000-101-2015-00223,2015-09-17,394.4,더반푸드
3030000-101-2015-00225,2015-09-18,29.2,신밥샵
3030000-101-2015-00229,2015-09-23,73.0,육장갈비 신금호점
3030000-101-2015-00232,2015-09-24,95.25,수향
3030000-101-2015-00234,2015-09-25,50.0,이장네식당
3030000-101-2015-00236,2015-09-30,67.0,한경화설렁탕
3030000-101-2015-00237,2015-10-01,68.05,호수매운탕
3030000-101-2015-00248,2015-10-12,55.5,옥이네
3030000-101-2015-00255,2015-10-20,26.0,근이네포차
3030000-101-2015-00257,2015-10-21,14.0,슈슈
3030000-101-2015-00259,2015-10-23,52.0,서울의 닭
3030000-101-2015-00260,2015-10-23,110.0,대중함흥냉면대중한우소곱창
3030000-101-2015-00261,2015-10-23,51.0,실내포차
3030000-101-2015-00262,2015-10-26,96.77,오타쿠포차 한양대점
3030000-101-2015-00266,2015-10-28,36.3,미소김밥
3030000-101-2015-00273,2015-11-03,92.0,성수감자탕(하윤점)
3030000-101-2015-00274,2015-11-05,93.0,성닭집
3030000-101-2015-00275,2015-11-05,49.0,의정부부대찌개
3030000-101-2015-00280,2015-11-16,40.95,크레송(CRESSONG)
3030000-101-2015-00283,2015-11-18,20.0,술래잡기
3030000-101-2015-00284,2015-11-18,32.0,낙원 스낵
3030000-101-2015-00286,2015-11-20,28.0,장충한방왕족발 보쌈
3030000-101-2015-00287,2015-11-20,79.0,서박사갈비냉면
3030000-101-2015-00288,2015-11-23,67.02,더타코부스 성수점
3030000-101-2015-00292,2015-11-25,52.8,대게신랑조개신부
3030000-101-2015-00295,2015-11-30,58.24,따봉감자탕
3030000-101-2015-00296,2015-11-30,396.0,바르미 스시샤브 왕십리점
3030000-101-2015-00297,2015-11-30,66.0,히노아지 왕십리역사점
3030000-101-2015-00298,2015-12-01,52.0,삼통치킨호프
3030000-101-2015-00300,2015-12-01,30.0,성수스타우트
3030000-101-2015-00303,2015-12-03,67.0,이자와 왕십리엔터식스점
3030000-101-2015-00317,2015-12-21,45.0,로이스
3030000-101-2015-00320,2015-04-30,99.16,안단테
3030000-101-2015-00324,2015-10-19,39.58,바로크
3030000-101-2016-00001,2016-01-04,93.22,일심정
3030000-101-2016-00004,2016-01-05,33.0,야마타니 우동
3030000-101-2016-00012,2016-01-18,56.92,다시올치킨2
3030000-101-2016-00013,2016-01-19,49.5,사흘카레
3030000-101-2016-00015,2016-01-20,41.0,왕십리 중앙숯불갈비
3030000-101-2016-00018,2016-01-22,49.68,봉구비어 마장동점
3030000-101-2016-00029,2016-02-11,40.94,오물오물(OMUL OMUL)
3030000-101-2016-00038,2016-02-23,145.2,본가큰댁설렁탕.생고기
3030000-101-2016-00040,2016-02-24,58.48,컴포즈커피 서울숲한라시그마밸리점
3030000-101-2016-00042,2016-02-26,107.0,메종드혁이네
3030000-101-2016-00043,2016-03-02,122.98,어메이징브루잉컴퍼니
3030000-101-2016-00048,2016-03-04,19.83,삼맛호오떡
3030000-101-2016-00049,2016-03-08,18.24,기분좋은날
3030000-101-2016-00064,2016-03-21,118.8,담미온
3030000-101-2016-00067,2016-03-22,54.0,전통숯불꼼장어
3030000-101-2016-00073,2016-03-30,179.0,케이엔에스푸드 마라무쌍
3030000-101-2016-00076,2016-04-05,23.56,삼미식당
3030000-101-2016-00077,2016-04-05,419.13,비원키친(B1 KITCHEN)
3030000-101-2016-00080,2016-04-11,63.36,스시긴
3030000-101-2016-00082,2016-04-12,66.0,메가엠지씨커피 성수일로점
3030000-101-2016-00084,2016-04-14,65.12,화랑
3030000-101-2016-00085,2016-04-14,95.7,전도사
3030000-101-2016-00087,2016-04-15,79.0,타코챔피언
3030000-101-2016-00095,2016-04-21,20.17,명희네손칼국수
3030000-101-2016-00098,2016-04-25,30.8,멘야코노하 성수
3030000-101-2016-00099,2016-04-25,231.4,매란방
3030000-101-2016-00106,2016-04-29,6.6,윤가네곱창
3030000-101-2016-00108,2016-05-02,832.77,성수동대림창고갤러리
3030000-101-2016-00109,2016-05-04,39.6,뚝도수산
3030000-101-2016-00111,2016-05-09,75.16,맛닭꼬 성수뚝도점
3030000-101-2016-00112,2016-05-10,168.0,명륜진사갈비 용답점
3030000-101-2016-00115,2016-05-12,30.0,일로(ILLO)
3030000-101-2016-00120,2016-05-16,25.89,신전떡볶이
3030000-101-2016-00123,2016-05-17,29.7,BHC 금호점
3030000-101-2016-00126,2016-05-19,13.2,진국해장국
3030000-101-2016-00128,2016-05-20,82.31,싸구포차
3030000-101-2016-00131,2016-05-24,118.2,청담순대국
3030000-101-2016-00137,2016-05-27,43.93,푸른바다횟집
3030000-101-2016-00139,2016-05-30,46.58,기영이 숯불두마리치킨 성동행당점
3030000-101-2016-00143,2016-05-31,82.31,싸구포차2
3030000-101-2016-00146,2016-06-01,33.0,순대국밥
3030000-101-2016-00147,2016-06-01,16.5,착한도너츠
3030000-101-2016-00156,2016-06-20,70.0,목포옻닭
3030000-101-2016-00158,2016-06-21,108.49,진술
3030000-101-2016-00160,2016-06-22,103.1,쭈꾸미랑 피자
3030000-101-2016-00163,2016-06-27,42.58,국수일가
3030000-101-2016-00172,2016-07-04,23.1,오키초밥
3030000-101-2016-00177,2016-07-07,119.4,금이네
3030000-101-2016-00178,2016-07-07,137.37,하남돼지집 왕십리역점
3030000-101-2016-00182,2016-07-11,225.28,성수일미락
3030000-101-2016-00183,2016-07-11,141.95,민정식당 서울숲직영점
3030000-101-2016-00187,2016-07-18,91.56,이화수 전통육개장
3030000-101-2016-00193,2016-07-20,158.45,투썸플레이스 왕십리역점
3030000-101-2016-00194,2016-07-21,90.95,곱분이곱창(한양대점)
3030000-101-2016-00196,2016-07-22,133.1,KFC 왕십리역사
3030000-101-2016-00200,2016-07-26,44.41,래미안식당
3030000-101-2016-00207,2016-08-01,26.92,신예
3030000-101-2016-00210,2016-08-08,101.35,대도가
3030000-101-2016-00217,2016-08-12,118.84,만족오향족발 금호점
3030000-101-2016-00218,2016-08-16,23.0,동네언니
3030000-101-2016-00221,2016-08-22,71.4,남다른 김밥
3030000-101-2016-00222,2016-08-22,55.48,일카페
3030000-101-2016-00225,2016-08-23,27.4,왕십리막회
3030000-101-2016-00227,2016-08-25,297.0,라온 석갈비
3030000-101-2016-00228,2016-08-25,20.0,타이인플레이트(THAI IN PLATE)
3030000-101-2016-00231,2016-08-29,38.0,채원 감자탕
3030000-101-2016-00234,2016-09-02,67.0,미 테이블
3030000-101-2016-00236,2016-09-02,45.0,더블핸드스테이크 서울숲점
3030000-101-2016-00244,2016-09-12,28.0,호호국수
3030000-101-2016-00245,2016-09-13,37.16,북촌손만두 성수역점
3030000-101-2016-00253,2016-09-23,41.69,압구정찌개마을(사근점)
3030000-101-2016-00259,2016-09-29,24.0,후라이드 참 잘하는집
3030000-101-2016-00260,2016-09-30,162.0,기왕생고기
3030000-101-2016-00261,2016-09-30,38.5,다락방
3030000-101-2016-00263,2016-10-06,175.8,하루앤원데이(HARU & oneday)
3030000-101-2016-00271,2016-10-11,20.0,카페오라
3030000-101-2016-00275,2016-10-12,26.4,미네스키친
3030000-101-2016-00277,2016-10-14,71.16,본참치
3030000-101-2016-00280,2016-10-14,82.08,건너집
3030000-101-2016-00282,2016-10-17,60.0,꽃찬찜닭 (왕십리점)
3030000-101-2016-00286,2016-10-18,66.0,주식커피 코시나
3030000-101-2016-00290,2016-10-24,37.06,어울림 터
3030000-101-2016-00292,2016-10-26,29.0,남대문 우리식당
3030000-101-2016-00294,2016-10-27,65.0,올레오(OLEO)
3030000-101-2016-00297,2016-10-31,33.0,은하수 출장뷔페
3030000-101-2016-00298,2016-11-02,359.7,고래소년(본점)
3030000-101-2016-00305,2016-11-10,63.67,장군장어(2호점)
3030000-101-2016-00310,2016-11-11,52.17,명동피자 왕십리점
3030000-101-2016-00317,2016-11-23,30.77,만득이주방
3030000-101-2016-00319,2016-11-24,148.0,어메이징 브루잉 컴퍼니
3030000-101-2016-00323,2016-11-24,23.14,후라이드 참잘하는집 왕십리행당점
3030000-101-2016-00324,2016-11-28,79.12,새들러하우스 샌드위치샵
3030000-101-2016-00329,2016-12-01,73.85,깐부치킨 옥수점
3030000-101-2016-00330,2016-12-01,126.62,화포엠
3030000-101-2016-00332,2016-12-06,33.0,버섯집
3030000-101-2016-00337,2016-12-09,26.4,치카이라멘
3030000-101-2016-00342,2016-12-13,49.19,재수돈 감자탕(왕십리점)
3030000-101-2016-00343,2016-12-13,79.6,박돼장 성수점
3030000-101-2016-00345,2016-12-13,43.0,갱상도 파절이 대패삼겹
3030000-101-2016-00348,2016-12-15,110.01,전원클럽 가야시
3030000-101-2016-00350,2016-12-23,46.2,안가네 보쌈
3030000-101-2016-00352,2016-12-26,69.41,오늘더만족
3030000-101-2016-00354,2016-12-27,54.7,또야네
3030000-101-2016-00355,2016-12-27,28.0,백삼호 성수점
3030000-101-2016-00360,2016-04-04,92.39,미아논나(mia nonna)
3030000-101-2016-00363,2016-09-07,50.58,레타주(L.Etage)
3030000-101-2016-00365,2016-09-19,49.5,프룻 캠퍼스
3030000-101-2017-00002,2017-01-02,126.46,우리푸드
3030000-101-2017-00004,2017-01-06,45.52,진식당
3030000-101-2017-00005,2017-01-06,44.22,센터커피
3030000-101-2017-00006,2017-01-06,66.33,센터커피
3030000-101-2017-00007,2017-01-06,159.77,한촌설렁탕 옥수역점
3030000-101-2017-00012,2017-01-12,27.44,할매불백
3030000-101-2017-00016,2017-01-18,33.0,최가네부대찌개
3030000-101-2017-00017,2017-01-19,108.0,제일
3030000-101-2017-00022,2017-01-26,33.3,빙맥홀닭
3030000-101-2017-00025,2017-02-01,84.46,참치가 좋은날
3030000-101-2017-00026,2017-02-01,76.86,마하차이
3030000-101-2017-00028,2017-02-02,365.0,마를리
3030000-101-2017-00029,2017-02-02,98.0,나누리잡화점
3030000-101-2017-00030,2017-02-02,62.9,음악창고
3030000-101-2017-00035,2017-02-03,14.88,항구도시연구소
3030000-101-2017-00041,2017-02-08,82.5,더블(Double)
3030000-101-2017-00043,2017-02-09,108.2,블랙빈스
3030000-101-2017-00049,2017-02-16,53.9,쉐프우의 빠오즈푸
3030000-101-2017-00053,2017-02-20,24.64,려기 도삭면(呂記 刀削面)
3030000-101-2017-00054,2017-02-21,156.17,투썸플레이스 상왕십리역점
